식당명,분류명,별점,리뷰 수,긍정 리뷰 수,부정 리뷰 수,블로그 리뷰 수,웹페이지 주소,이미지 주소,도로명 주소,지번 주소,전화번호,x,y,메뉴,리뷰,리뷰 감정,분류명 토큰화,메뉴 토큰화,리뷰 토큰화
허머스키친 삼성점,음식점 > 아시아음식,3.6,47,21,11,57,http://place.map.kakao.com/2022806150,https://t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD56C484CF91E4C9CB35877972430DDD4,서울 강남구 테헤란로 521,서울 강남구 삼성동 159-8,02-3453-6811,127.060808955586,37.5091915107454,"['Hummus', 'Black Hummus', 'Green Hummus', 'Spicy Hummus', 'Hummus with Beef', 'Hummus with Lamb', 'Hummus with Avocado', 'Hummus with Falatel', 'Hummus Sampler', 'Beef Shakshuka', 'Moussaka', 'Chicken Tikka Masala', 'Chicken Curry with Fried Rice Ball', 'Arabian Seafood Stew', 'Mixed Cheese on Pitta', 'Hummus Avocado on Pitta', 'Hummus Beef on Pitta', 'Brisket and Cheese on Pitta', 'Arabian Brunch', 'Curry & Rice Brunch']","['맛괜찮아요. 샥슈카&허니갈릭피타 맛있어요. 가시면 시켜보세요.', '가성비 있는 한끼가 가능한 할랄푸드 음식점  후무스는 생각보다 콩 맛이 많이 나고 올리브오일 양을 적게 써서 아주 내 취향은 아니었지만 한번 도전해보기에는 나쁘지 않은 양  치즈 샥슈카는 그냥 무난무난한 맛이었음  후무스에 브래드 2쪽, 삭슈카 하나 먹으면 성인 2명이 배부른 정도의 양이었음!', '친구랑 항상 맛나게 먹는 곳  치킨은 좀 딱딱했지만 먹을만했어요  ', '주문하나 제대로 못받아서 샐러드 하나를 한참 기다리게 함;', '처음 먹어봤는데 맛있게 먹었어요', '초심을 잃어도 너무 잃었다  - 램 케밥 고기가 정말 너무너무 질겨서 먹다가 도저히 못씹고 뱉어야 할 정도  - 화로도 잊어주는 서비스 정신   요즘 다른 매장도 많이 없어지고 거의 코엑스만 남아서 의아했는데 ~ 이해가 되는 정말 충격적인 방문 이었음 좋은날 간거라 기분 망치고 싶지 않아서 그냥 넘겼으나 이제 다시 갈 일 없을 듯 ', '오랜만에 먹었더니 너무 반가웠던 후무스. 샐러드에 후무스를 준다며, 추가를 안받더니, 결국엔 추가를 해서 먹었고.  단, 전반적으로 간이 쎈편이라, 와인이나 음료수 꼭 곁들이길. 전 레몬 띄운 생수길래, 그냥 준 물만 열심히 마심.  가격이 좀 사악했지만, 팔각을 넣은 갈릭 새우도 꼬소하고 싱싱했음.  다만, 먹는 사람에 대한 배려는 없어 보이는 테이블 배...더보기', 'Service was bad. Made me want to leave as soon as we sat down.', 'Hummus 시키는데 피타 도 같이 안나오고 따로 시켰더니 조그만 앞접시만한 브레드 하나만 나오네요 :)  매니저 같이 보이시는 직원분 태도도 너무 별로 였어요. 약간 빨리 주문 하시던가 같은 태도 … ', '코엑스에선 가성비 갠찮 리뉴얼 전보다 밝아짐', '리뉴얼 중이라 닫았어요(21.11.21 기준)', '맛있었습니다! 음식도 빨리나오고 버터치킨커리랑 샥슈카 존맛탱입니다. 하지만 허머스는 입맛에 맞지는 않아서 세트 시킨게 아쉽더라구요,, 하나만 시켰으면 적당했을듯!', '공간도 넓고 쾌적하고 직원분들이 친절해요. 맛은 약간 한국 현지화 된 느낌이라 거부감없이 먹을 수 있어요. 간이 좀 약한 것 같아요. 근데 가격도 현지화 되서 솔직히 비싸다는 생각이 많이 드는 곳이에요.', '런치세트 없는데.. 없어졋음. 수정 필요할듯', '맛있어용', '맛있는데 살짝 아쉬운 이느낌을 멀까', '케밥는 음식이 다 식어나왔어요.. 고기도 미리 구워놓은걸 뎁혀주는지 완전 드라이하고 팔라펠은 딱딱하고 오래된 느낌.... 옛날엔 맛있었는데 초심을 잃으셨네요', '허머스 샐러드랑 샥슈카 시켰습니다  진짜 맛있었음 또 가고 싶음', '양이 매우 적어요. 맛은 괜찮았어요.', '허머스 샘플러 시켰는데 빵이 기본으로 안 나와서 매우 아쉬웠습니다ㅠㅠ  피타 브레드 1500원 추가했는데 앞접시 크기만한 빵 한 조각이 나왔어요, 허머스 양은 많은데 빵은 너무 적어서 허머스를 그냥 퍼먹어야 했어요    샥슈카랑 나온 볶음밥도 반공기였어요ㅠㅠ  먹는 양이 평균 ~ 많으신 분들은 많이 부족하실 것 같아요ㅠㅠ  그래도 맛은 있었습니다 ^^;;', '치킨 샥슈카랑 팔라펠 새우샐러드 먹음  음식이 맛은 있고 서빙도 빠른데 맘에 안 드는 거 두가지 있어서 재방문 안할 예정  일단 접객이 별로임. 시선 마주쳤을 때 몇번이나 부르는데 쌩깜. 처음엔 바빠서 그런가 싶었는데 반복되니까 짜증  그리고 샥슈카랑 같이 나오는 볶음밥이 너무 기름짐. 나 웬만큼 기름진 음식 잘 먹는데 볶음밥은 너무 니글니글하더라  그래도...더보기', '깔끔한 맛과 신선한 재료로 요리해서 좋아요', '코엑스 파르나스몰 지하 1층에 있는 허머스키친. 격식 있는 자리에서 가기도 좋고, 간편하게 포장만도 가능하다. 이름에 ‘허머스’가 들어간 만큼 다양한 후무스를 만나볼 수 있다는 것이 장점. 기본 후무스, 갈릭, 블랙 콩, 스파이시, 후무스 위드 램, 비프, 아보카도 등 다채로운 후무스의 세계가 궁금하다면 4종의 후무스가 나오는 샘플러를 시켜도 좋다. 후무스...더보기', '맛있어욤 ', '매장 깔끔하고 괜찮네요~ 전체적으로 무난합니다~', '맛있어요~', '음식이 맛있고 서비스가 좋습니다', '예술입니다.   세계음식좋아하는데 깔끔하고 산뜻하고 정말 맛있네요.  메뉴사진을 너무 못찍었습니다.  실물보면 가격이 다 납득이됩니다.', '할랄음식 여기서 처음 먹어봐서 기준이 애매하지만 여러모로 만족했습니다', 'Hummus with Falafels ', '그렇게 맛있진 않았어용 ㅎ', '직원분이 친절하게 주말에도 런치메뉴 된다고 알려주심  램케밥은 양이 엄청 푸짐하고  양고기가 미디엄 웰던~ 웰던으로 구워나와 먹기 좋음 고기 잡내 없이 향신료와 허브 향이 강한 편  허머스 샘플은 오리지널과 매운맛이 가장 좋고 양은 넉넉해서 남음  개인적으로는 요거트 음료가 추가되었으면 하는 바램, 재방문의사 있음', '맛나고 아침으로 적절', '몇시간 후에 픽업할거라고 미리 말씀드리고 결제하고 나중에 찾으러 갔는데 까먹으신건지 급하게 만드신건지 미리 요청드렸던 부분 하나도 안 지켜주셨더라구요. 허머스랑 팔라펠 따로 넣어달라고 말씀드렸고 알겠다고 하셨는데 나중에 먹으려고 열어보니 그냥 버젓이 같이 넣어주셨네요 제가 먹을게 아니라 외국분들이 셰어할거라 어떨지 몰라 미리 요청드린거였는데 좀 당황스러웠네...더보기']","['positive', 'positive', 'positive', 'negative', 'positive', 'negative', 'positive', 'negative', 'negative', 'positive', 'neutral', 'positive', 'positive', 'negative', 'positive', 'negative', 'negative', 'positive', 'positive', 'negative', 'negative', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'negative', 'positive', 'positive', 'negative']",아시아음식,Black Arabian Moussaka Hummus Tikka Brisket Lamb Spicy Beef Mixed Chicken Sampler Stew Falatel Green Brunch Rice Curry on Pitta Seafood and Cheese Shakshuka Ball Fried with Masala Avocado,맛 괜찮다 샥슈카 허니 갈릭 피타 맛있다 가시 시키다 보다 가성 비 있다 끼 가능하다 할랄 푸드 음식점 후무스 생각 콩 맛 많이 나다 올리브오일 양 적다 써다 아주 내 취향 아니다 한번 도전 해보다 나쁘다 않다 양 치즈 샥슈카 그냥 무난 무난 맛 이다 후무스 브래드 쪽 삭슈카 하나 먹다 성인 명 배부르다 정도 양 이다 친구 항상 맛 나다 먹다 곳 치킨 좀 딱딱하다 먹다 하다 주문 하나 제대로 받다 샐러드 하나 한참 기다리다 함 처음 먹다 보다 맛있다 먹다 초심 잃다 너무 잃다 램 케밥 고기 정말 너무 너무 질겨 먹다 도저히 씹다 뱉다 하다 정도 화로 잊다 서비스 정신 요즘 다른 매장 많이 없어지다 거의 코엑스 남아 의아 하다 이해 되다 정말 충격 방문 좋다 날 가다 기분 망치 싶다 않다 그냥 넘기다 이제 다시 갈다 일 없다 듯 만 먹다 너무 반갑다 후무스 샐러드 후무스 주다 추가 받다 결국 추가 하다 먹다 단 전반 간이 쎄다 편이 와인 음료수 꼭 곁들이다 전 레몬 띄우다 생수 길 그냥 준 물 열심히 마심 가격 좀 사악하다 팔각 넣다 갈릭 새우다 꼬소 싱싱하다 다만 먹다 사람 대한 배려 없다 보이다 테이블 배다 보기 시키다 피타 도 같이 나오다 따로 시키다 조그만 앞 접시 브레드 하나 나오다 매니저 같이 보이시 직원 태도 너무 별로 이다 약간 빨리 주문 하다 같다 태도 코엑스 가성 비 괜찮다 리뉴얼 전보 밝아지다 리뉴얼 중이 닫다 기준 맛있다 음식 빨리 나오다 버터치킨 커리 샥슈카 존맛 탱 이다 허머스 입맛 맞다 않다 세트 시키다 아쉽다 하나 시키다 적당하다 공간 넓다 쾌적하다 직원 친절하다 맛 약간 한국 현지 되다 느낌 거부 감 없이 먹다 수 있다 간이 좀 약하다 것 같다 근데 가격 현지 되다 솔직하다 비싸다 생각 많이 들다 곳 런치 세트 없다 없어졋음 수정 필요하다 맛있다 맛있다 살짝 아쉽다 느낌 멀다 케밥 늘다 음식 다 식다 나오다 고기 미리 굽다 뎁혀주는 완전 드라이 팔라펠 딱딱하다 오래되다 느낌 옛날 맛있다 초심 잃다 허머스 샐러드 샥슈카 시키다 진짜 맛있다 또 가다 싶다 양 매우 적다 맛 괜찮다 허머스 샘플러 시키다 빵 기본 안 나오다 매우 아쉽다 피타 브레드 추가 하다 앞 접시 크기 빵 하다 조각 나오다 허머스 양은 많다 빵 너무 적다 허머스 그냥 퍼먹어 하다 샥슈카 나오다 볶음밥 공기 이다 먹다 양 평균 많다 분 많이 부족하다 것 같다 그래도 맛 있다 치킨 샥슈카 팔라펠 새우 샐러드 먹음 음식 맛 있다 서빙 빠르다 맘 안 들다 거 가지 있다 재 방문 하다 예정 일단 접객 별로 임 시선 마주치다 때 몇번 부르다 쌩까다 처음 바쁘다 런가 싶다 반복 되다 짜증 샥슈카 같이 나오다 볶음밥 너무 기름 짐 나 웬만큼 기르다 음식 자다 먹다 볶음밥 너무 니글니글 하다 그래도 더 보기 깔끔하다 맛 신선하다 재료 요리 하다 좋다 코엑스 파르 스몰 지하 층 있다 허머스 키친 격식 있다 자리 가기 좋다 간편하다 포장 가능하다 이름 허머스 들어가다 만큼 다양하다 후무스 나볼 수 있다 것 장점 기본 후무스 갈릭 블랙 콩 스파이 시 후무스 위드 램 비프 아보카도 등 다 채 후무스 세계 궁금하다 종 후무스 나오다 샘플러 시키다 좋다 후무스 더 보기 맛있다 욤 매장 깔끔하다 괜찮다 전체 무난 하다 맛있다 음식 맛있다 서비스 좋다 예술 이다 세계 음식 좋아하다 깔끔하다 산뜻하다 정말 맛있다 메뉴 사진 너무 찍다 실물 보다 가격 다 납득 되다 할랄 음식 여기 처음 먹다 보다 기준 애매하다 모로 만족하다 그렇게 맛있다 않다 직원 친절하다 주말 런치 메뉴 되다 알다 주심 램 케밥 양 엄청 푸다 짐 양고기 미디엄 웰던 웰던 굽다 먹기 좋다 고기 잡다 없이 향신료 허브 향 강하다 편 허머스 샘플 리지 널 맵다 맛 가장 좋다 양은 넉넉하다 남다 개인 요거트 음료 추가 되어다 하다 바램 재 방문 의사 있다 맛 나다 아침 적절 시간 후 픽업 하다 미리 말씀드리다 결제 나중 찾다 가다 까먹다 신건 급하다 만들다 건지다 미리 요청 드리다 부분 하나 안 지키다 허머스 팔라펠 따로 넣다 달라 말씀드리다 알다 하다 나중 먹다 어보 그냥 버젓이 같이 넣다 제 먹다 아니다 외국 셰어 하다 어떻다 모르다 미리 요청 드리다 좀 당황 스럽다 더 보기
인터컨티넨탈서울코엑스 스카이라운지,음식점 > 양식 > 이탈리안,3.6,11,5,2,61,http://place.map.kakao.com/8106111,https://t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F5276420848E4471E80364E886562338D,서울 강남구 봉은사로 524,서울 강남구 삼성동 159,02-3430-8630,127.057300925143,37.5127252015526,['Il Brunch (주말/공휴일)'],"['점심 코스 먹었는데 메인빼고 다 맛있었어요 ㅎㅎ 식전 빵도 맛있고 샐러드는 평타였지만 단호박스프도 맛있고 잘 나가다가 메인 파스타랑 양고기가 너무 짜고 무슨맛을 내려고 한건지 모르겠더라는. 저녁에 가보고싶네요', '분위기도 좋고 마음에 듭니다', '최고의 생일이였습니다.', '1인당 10만원 넘는 돈 받으면서 어떻게 이런 퀄리티의 음식을 파시죠..... 맛과 시간 모두 실망스러웠습니다. 정말 충격이네요', '음식이 형편이 없었습니다.  호텔식사라고 하기엔, 너무 부족하네요. 게다가 와인콜키지를 10만원 받는다는 건 상식에 어긋나는 것 같습니다. 웨이트리스분도 와인콜키지를 손님에게 더 받아야 한다고 이야기하는 건 정말..말도 안 됩니다. 절대 비추입니다.', '(저는 딸기 애프터눈티 시즌에 방문했어용^.^) 탁 트인 고층 봉은사뷰와 함께하는 디저트가 인상적인 곳입니당 각각 맛의 편차는 있지만 대체로 맛있었어요 ', '전망이 다함']","['positive', 'positive', 'positive', 'negative', 'negative', 'positive', 'positive']",양식 이탈리안,Il 주말 공휴일 주말공휴일 Brunch,점심 코스 먹다 메인 빼다 다 맛있다 식전 빵 맛있다 샐러드 평타 이다 단호박 스프 맛있다 자다 나가다 메인 파스타 양고기 너무 짜다 맛 려고 건 모르다 겠다 저녁 가보다 분위기 좋다 마음 듭니 최고 생일 이다 이다 넘다 돈 받다 어떻다 이렇다 퀄리티 음식 파시 맛 시간 모두 실망 스럽다 정말 충격 요 음식 형편 없다 호텔 식사 하다 너무 부족하다 게다가 와인 콜키 지르다 받다 건 상식 어긋나다 것 같다 웨이트리스 와인 콜키 지르다 손님 더 받다 하다 이야기 하다 건 정말 말 안 되다 절대 비추다 이다 저 딸기 애프터눈티 시즌 방문 하다 탁 트이다 고층 봉은사 뷰 함께 하다 디저트 인상 곳 이다 각각 맛 편차 있다 대체로 맛있다 전망 다 함
물조은선주집,"음식점 > 한식 > 해물,생선 > 회",3.6,7,1,1,6,http://place.map.kakao.com/7940004,https://t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA53013F1C97B43A78CAD456033DF9DBA,서울 강남구 봉은사로84길 29,서울 강남구 삼성동 148-12,02-552-0606,127.056363400788,37.5114173945874,"['특정식 (1인분)', '회정식 (1인분)', '물회 (1인분)', '활회덮밥 (1인분)', '회초밥 (1인분)', '도다리 쑥국 (1인분)', '물메기탕 (1인분)', '생대구탕 (1인분)', '알탕 (1인분)', '대구탕 (1인분)', '알밥 (1인분)']","['들어가니 에어컨도 안틀어놔서 겁나 덥고 손님도 없고  주문하려고 하는 메뉴는 없다 하시고 그닥 별로네요', '싱싱한 고등어회', '갑판장님 부르면 서빙 여직원이 오고 선장님 부르면 여주인이 오고 선주님 부르면 여주인의 남편이 와서 즉석 숙성회를 썰어준다 재밌다']","['negative', 'neutral', 'positive']",한식 해물 생선 회,메기 회정식 초밥 알탕 특정식 쑥국 대구 물회 알밥 인분 활회덮밥 1인분 도다리 회덮밥,들어가다 에어컨 틀어놓다 겁나다 덥다 손님 없다 주문 하다 하다 메뉴 없다 하다 그닥 별로 싱싱하다 고등 어회 갑판 장님 부르다 서빙 여직원 오다 선장 부르다 주인 오다 선 주님 부르다 주인 남편 오다 즉석 숙성 회 썰다 주다 재밌다
3호집,음식점 > 한식,4.0,2,0,0,2,http://place.map.kakao.com/522223916,https://t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE5517FFBBCE94FADAF4A8E1B3B672AA8,서울 강남구 선릉로112길 48,서울 강남구 삼성동 44-3,02-511-9660,127.047509811549,37.5120700105025,[],[],[],한식,,
도쿄째즈,"음식점 > 술집 > 호프,요리주점",4.0,2,0,0,0,http://place.map.kakao.com/16849773,,서울 강남구 삼성로104길 28,서울 강남구 삼성동 153-28,02-3453-4472,127.057028353545,37.5112657067024,[],[],[],술집 호프 요리주점,,
어머니족발,"음식점 > 한식 > 육류,고기 > 족발,보쌈",4.0,2,0,0,6,http://place.map.kakao.com/24987271,https://t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB6BE6CB0F4834995AE1C766743B68386,서울 강남구 삼성로100길 27,서울 강남구 삼성동 153-60,02-2051-9292,127.057552329518,37.5101734352716,"['한방족발 (중)', '한방보쌈 (중)', '매운족발 (중)', '족발보쌈 (중)', '골뱅이무침']",[],[],한식 육류 고기 족발 보쌈,한방 매운족발 족발보쌈 한방보쌈 한방족발 보쌈 골뱅이 족발 중,
종인이네만두,음식점 > 분식,4.0,2,0,0,6,http://place.map.kakao.com/469732154,,서울 강남구 테헤란로81길 60-4,서울 강남구 삼성동 152-17,02-555-0245,127.056014328928,37.5104769121076,"['찐만두', '만두국', '떡만두국', '만두칼국수', '황태만두라면']",[],[],분식,떡만두국 만두칼국수 만두국 황태만두라 만두 황태 만두라 칼국수,
타이거레어,음식점 > 술집 > 칵테일바,4.0,2,0,0,64,http://place.map.kakao.com/469722435,https://t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0942D5DAF73E485CAEB9DE1AB3B0CAF4,서울 강남구 삼성로104길 12,서울 강남구 삼성동 152,02-501-1850,127.055734111658,37.5108590705156,"['지해의 바람', '겨울 꽃', '낮', '밤', '페르시 뮬']",[],[],술집 칵테일바,바람 지해의 겨울 꽃 밤 지해 페르시 낮,
투도우,음식점 > 양식,4.0,2,0,0,16,http://place.map.kakao.com/1242414641,https://t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F41EA03704DD94CE0BF575FF2C20F1F92,서울 강남구 봉은사로 449,서울 강남구 삼성동 44-17,02-6918-8255,127.048794664423,37.5119901983541,[],[],[],양식,,
피에프창 코엑스몰점,음식점 > 아시아음식,3.3,35,17,6,127,http://place.map.kakao.com/26345047,https://t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F3FDADDBBAE4D4B85872B23CCE036CEBB,서울 강남구 영동대로 513,서울 강남구 삼성동 159,02-551-4588,127.05877930680614,37.51278844640733,"['2인 세트', '몽골리안 비프', '창스 치킨 레터스 랩', '런치 메뉴', '디저트 (커피 포함)']","['여러 매장을 다 가봤고 여기도 두번 방문했는데, 맛은 다른 매장과 동일했고 매장이 넓어서 손님 모시고 가기 좋았어요! 세트메뉴가 더 다양해지면 좋겠어요! ', '그리운 미국식 중식당의 풍미를 한국의 기호와 접목, 퓨전으로 잘 표현했다 짜사이 부터 마시쨔냐', '지난번 방문시에는 둘이서 2인세트를 먹고 이번에는 단품 2개에 치킨레터스랩을 무료쿠폰으로 주문했는데 세트보다는 단품으로 주문하는 것이 만족도가 높았다옹. 둘이서 음식 3가지는 무리였는지 음식을 많이 남겼는데 남은 걸 포장해달라고 하니 수프는 포장이 안된다고 하는 것이었다옹. 그래서 볶음밥만 포장했다옹. 참고하라옹. 피에프창은 매번 방문할 때마다 만족스러운 ...더보기', '웡슐랭가이드 3.3점 https://www.instagram.com/wongchelin_guide ✒한줄평 : 미국식 중식의 패밀리 레스토랑버젼이 바로 이곳이다 . 평소에 가격이 비싸다고 지나쳐버리는 곳들 중 하나였는데 메뉴큐폰이 생겨 방문한 이후로 그 맛에 반해 꾸준히 가고있는, 알고보니 또 그리 비싸지않은 어찌보면 아웃백같은 곳이라는 표현이 가장 적절하...더보기', '맛있어요', '서비스는 친절해서 좋음. 회식으로 갔음. 이 정도 가격으로 이 정도 맛의 음식을 먹는다? 잘 모르겠음.. 전체적으로 무난하긴 한데 그렇게 맛있지도 않아서 애매한.. 내 돈 주고 재방문할 의사는 없음..', '음식 다 나올때까지 음료 안나오고 주문확인랬더니 빌지 쾅 내려놓음 탄산리필 했더니 김다 빠진 콜라 가져다줌 손흔들어 와달라고 했지만 보고도 안본척 대단하다 진짜 가지마세요 ', '내가 먹어본 최고의 중식!', '코엑스점은 테이크아웃시 15%할인 됩니다. 친절한 주문 응대도 좋았구 치킨레터스랩에 말하지 않아도 알아서 양상추 넉넉히 챙겨주셔서 넘 센스 있었어요~ 항상 믿고 먹는 우리집 외식 p.f.chang 맛에 있어 실망시키지 않아요^^', '4인세트 가성비가.. 이렇게 팔아서 남는거 있으세요?', '인생을 통틀어 세 손가락안에 들어가는 창렬가게. 심지어 맛있는지도 잘 모르겠다. 이집에 들어오겠다고 결심한 내가 한심해지는 맛과 가격.', '맛을 떠나서 가격이 진짜 사기..  이 가격에 맛 없으면 말이 되냐', '이가격에 이정도 음식 맛이라니', '맛이요 있어요', '조금 어둡고 메뉴판이 잘 안 보여요. 음식은 맛있지만 꽤 짜요. ', '피에프창 늘 맛있음', '분위기 괜찮고 밥 먹기 편해요~', '자리가 넓고 분위기도 좋음. 다만 가격에 비해 양이 적은 느낌. 맛은 조금 짠 것 빼곤 그럭저럭 괜찮음.', '종종 가게됨. 갈때마다 3명이서 세트 시켜먹는데 꽤 괜찮음. 레터스 랩. 로메인 치킨. 몽골리안 비프. 핑크 레모네이드. 커피. 디저트 해서 77, - 미국식 중식집. 중국 상징하는 큰 동상들이 오히려 미국느낌남 ㅎㅎ 볶음밥, 몽골리안 비프, 솔트앤페퍼 깔라마리. 베스트메뉴 중에서 골라서 시켰는데 다 맛있었다. 담엔 레터스 랩 먹어보고픔.', '점심시간이라 좀 기다리다 입장했네요. 그냥 세트메뉴시켰는데 아주 맛이 좋았어요. 다음엔 골고루 주문해서 먹고 싶네요. ^^', '새로운맛 경험해볼겸 한번은 가볼만하나 다시 방문할 생각은 없네요. 그리고 맛도 맛이지만 직원들 서비스가 완전 별로예요.', '개인적인 생각이지만 다른 중식 체인점 비해  느끼함이 덜해서 괜찮음ㅋ 종종 기회될때 와야겠다^^', '미국식이라는데 특별한 정체성은 잘 모르겠고 중화요리에서 향신료 사용을 좀 줄였다. 조리 자체에서 특출난 점은 느끼지 못했음. 그래도 새로운 요리들 먹는 재미는 있다. 종합적으로 봤을 때 단체모임하기에 무난한 식당이라는 생각. ']","['positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'negative', 'positive', 'positive', 'positive', 'negative', 'negative', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'positive', 'positive']",아시아음식,몽골리안 랩 레터스 레터 치킨 포함 메뉴 디저트 런치 비프 창스 커피 2인 세트,여러 매장 다 가보다 여기 번 방문 하다 맛 다른 매장 동일하다 매장 넓다 손님 모시 가기 좋다 세트 메뉴 더 다양해지다 좋다 그립다 미국 중식 풍 밉다 한국 기호 접목 퓨전 자다 표현 하다 짜다 사이 부터 마시쨔 지난번 방문 시 둘이서 인 세트 먹다 이번 품 개 치킨 레터 스랩 무료 쿠폰 주문 하다 세트 품 주문 하다 것 만족도 높다 옹 둘이서 음식 가지다 무리다 음식 많이 남기다 남다 걸 포장 해달라다 하니 수프 포장 안되다 하다 것 이다 옹 그래서 볶음밥 포장 하다 옹 참고 옹 피 에프 창 매번 방문 하다 때 만족스럽다 더 보기 웡슐랭 가이드 점 줄평 미국 중식 패밀리 레스토랑 버젼 바로 곳 평소 가격 비싸다 지나치다 버리다 곳 중 하나 이다 메뉴 큐폰 생기다 방문 이후 그 맛 반하다 꾸준하다 가다 알 보다 또 그리다 비싸다 않다 어찌 보다 아웃백 같다 곳 표현 가장 적절하다 보기 맛있다 서비스 친절하다 좋다 회식 가다 이 정도 가격 이 정도 맛 음식 먹다 자다 모르다 전체 무난 하다 그렇게 맛있다 않다 애매하다 내 돈 주다 재 방문 하다 의사 없다 음식 다 나오다 때 음료 나오다 주문 확인 랬 더니 빌다 쾅 내려놓음 탄산 리필 하다 기다 빠지다 콜라 가져다주다 손 흔들다 오다 달라 하다 보고 안 척 대단하다 진짜 가지 말다 내 먹다 보다 최고 중식 코엑스 점 테이크아웃 시 할인 되다 친절하다 주문 응대 좋다 치킨 레터 스랩 말 하다 않다 알다 양상추 넉넉하다 챙기다 넘다 센스 있다 항상 믿다 먹다 우리 집 외식 맛 있다 실망 시키다 않다 인 세트 가성 비 이렇게 파다 남다 있다 인생 통틀어 세 손가락 안 들어가다 창렬가 심지어 맛있다 자다 모르다 이집 들어오다 결심 내 한심하다 맛 가격 맛 떠나다 가격 진짜 사기 이 가격 맛 없다 말 되다 가격 이정 음식 맛 맛 있다 조금 어둡다 메뉴판 자다 안 보이다 음식 맛있다 꽤 짜다 피 에프 창 늘 맛있다 분위기 괜찮다 밥 먹기 편하다 자리 넓다 분위기 좋다 다만 가격 비다 양 적다 느낌 맛 조금 짜다 것 빼다 그럭저럭 괜찮다 종종 가게 되다 갈다 때 명 이서 세트 시키다 먹다 꽤 괜찮다 레터 스 랩 로메 치킨 몽골리안 비프 핑크 레모네이드 커피 디저트 하다 미국 중식 집 중국 상징 하다 크다 동상 오히려 미국 느낌 남 볶음밥 몽골리안 비프 솔트 앤 페퍼 깔다 마리 베스트 메뉴 중 골 시키다 다 맛있다 담 레터 스 랩 먹다 보 고프다 점심시간 좀 기다리다 입장 하다 그냥 세트 메뉴 시키다 아주 맛 좋다 다음 골고루 주문 하다 먹다 싶다 새롭다 맛 경험 해보다 겸 한번 가보다 하나 다시 방문 하다 생각 없다 맛 맛 직원 서비스 완전 별로 개인 생각 다른 중식 체인점 비다 느끼하다 덜하다 괜찮다 종종 기회 되다 때 오다 미국 데 특별하다 정체 성은 자다 모르다 중화요리 향신료 사용 좀 줄이다 조리 자체 특출나다 점 느끼다 하다 그래도 새롭다 요리 먹다 재미 있다 종합 보다 때 단체 모이다 무난 식당 생각
삼성역전,음식점 > 한식,3.3,4,0,0,26,http://place.map.kakao.com/535154296,https://t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F86C6C1365A574E55BBDAE05E8C4A70DB,서울 강남구 삼성로104길 21,서울 강남구 삼성동 148-13,02-508-3324,127.056422094239,37.511255185796,[],[],[],한식,,
청담오뎅,음식점 > 술집 > 일본식주점,3.3,4,0,0,7,http://place.map.kakao.com/1296486715,https://t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FA9D6BDB16A764A00846F7D72F7137307,서울 강남구 선릉로 660,서울 강남구 삼성동 8-2,02-3444-3162,127.042331438739,37.515549855072,"['물결오뎅', '봉오뎅', '물떡', '곤약', '유부주머니']",[],[],술집 일본식주점,물떡 봉오뎅 물결오뎅 유부 곤약 오뎅 유부주머니 물결 주머니,
